8590;3347;-0.19417177846802638|
8751;3314;-0.20702025478979594|
8913;3281;-0.20702025478979594|
9074;3247;-0.20803942727620098|
9236;3212;-0.20803942727620098|
9397;3178;-0.20803942727620098|
9559;3144;-0.20803942727620098|
9720;3110;-0.20803942727620098|
9834;3086;-0.20803942727620098|
9852;3022;-2.4086368418340847|
9729;2912;-2.4157731586075997|
9605;2802;-2.4157731586075997|
9482;2693;-2.4157731586075997|
9358;2583;-2.4157731586075997|
9235;2474;-2.4157731586075997|
9112;2364;-2.4157731586075997|
8988;2255;-2.4157731586075997|
8865;2145;-2.4157731586075997|
8741;2036;-2.4157731586075997|
8618;1926;-2.4157731586075997|
8495;1817;-2.4157731586075997|
8371;1707;-2.4157731586075997|
8248;1598;-2.4157731586075997|
8124;1488;-2.4157731586075997|
8001;1379;-2.4157731586075997|
7878;1269;-2.4157731586075997|
7754;1160;-2.4157731586075997|
7631;1050;-2.4157731586075997|
7507;941;-2.4157731586075997|
7384;831;-2.4157731586075997|
7260;722;-2.4157731586075997|
7137;612;-2.4157731586075997|
7014;503;-2.4157731586075997|
6890;393;-2.4157731586075997|
6767;284;-2.4157731586075997|
6643;174;-2.4157731586075997|
6520;65;-2.4157731586075997|
6397;-45;-2.4157731586075997|
6273;-155;-2.4157731586075997|
6150;-264;-2.4157731586075997|
6026;-374;-2.4157731586075997|
5903;-483;-2.4157731586075997|
5780;-593;-2.4157731586075997|
5656;-702;-2.4157731586075997|
5533;-812;-2.4157731586075997|
5409;-921;-2.4157731586075997|
5286;-1031;-2.4157731586075997|
5162;-1140;-2.4157731586075997|
5039;-1250;-2.4157731586075997|
4916;-1359;-2.4157731586075997|
4792;-1469;-2.4157731586075997|
4669;-1578;-2.4157731586075997|
4545;-1688;-2.4157731586075997|
4422;-1797;-2.4157731586075997|
4299;-1907;-2.4157731586075997|
4175;-2016;-2.4157731586075997|
4052;-2126;-2.4157731586075997|
3928;-2235;-2.416851208174993|
3805;-2345;-2.416851208174993|
3717;-2422;-2.416851208174993|
3659;-2394;1.5101396088122492|
3715;-2282;0.7078382189882525|
3842;-2176;0.6898154496102403|
3969;-2071;0.6898154496102403|
4096;-1966;0.6898154496102403|
4223;-1861;0.6898154496102403|
4351;-1756;0.6898154496102403|
4478;-1651;0.6898154496102403|
4605;-1546;0.6898154496102403|
4732;-1441;0.6898154496102403|
4860;-1336;0.6887548304867129|
4987;-1231;0.6887548304867129|
5115;-1126;0.6887548304867129|
5242;-1021;0.6887548304867129|
5369;-916;0.6887548304867129|
5497;-811;0.6887548304867129|
5624;-706;0.6887548304867129|
5751;-602;0.6887548304867129|
5885;-530;0.29453172654941184|
6044;-482;0.28692658309425356|
6202;-436;0.28692658309425356|
6360;-389;0.28692658309425356|
6518;-342;0.28692658309425356|
6677;-296;0.28692658309425356|
6835;-249;0.28692658309425356|
6993;-202;0.28692658309425356|
7151;-156;0.28692658309425356|
7310;-109;0.28692658309425356|
7468;-62;0.28692658309425356|
7626;-15;0.28692658309425356|
7784;31;0.28692658309425356|
7943;78;0.28692658309425356|
8101;125;0.28692658309425356|
8259;171;0.28692658309425356|
8417;218;0.28692658309425356|
8576;265;0.28692658309425356|
8734;311;0.28692658309425356|
8892;358;0.28692658309425356|
9050;405;0.28692658309425356|
9209;451;0.28692658309425356|
9367;498;0.28554106312366656|
9525;545;0.28554106312366656|
9561;609;1.8563373899185158|
9485;726;2.4312695126519785|
9360;833;2.437276519063824|
9234;940;2.437276519063824|
9108;1047;2.437276519063824|
8983;1154;2.437276519063824|
8857;1261;2.437276519063824|
8731;1368;2.437276519063824|
8605;1474;2.437276519063824|
8480;1581;2.437276519063824|
8354;1688;2.437276519063824|
8228;1795;2.437276519063824|
8103;1902;2.437276519063824|
7977;2009;2.437276519063824|
7851;2115;2.437276519063824|
7725;2222;2.437276519063824|
7600;2329;2.437276519063824|
7474;2436;2.437276519063824|
7348;2543;2.437276519063824|
7222;2650;2.437276519063824|
7097;2757;2.437276519063824|
6971;2863;2.437276519063824|
6845;2970;2.437276519063824|
6719;3077;2.437276519063824|
6594;3184;2.437276519063824|
6468;3291;2.437276519063824|
6342;3398;2.437276519063824|
6216;3504;2.437276519063824|
6091;3611;2.437276519063824|
5965;3718;2.437276519063824|
5839;3825;2.437276519063824|
5713;3932;2.437276519063824|
5588;4039;2.437276519063824|
5462;4145;2.437276519063824|
5336;4252;2.437276519063824|
5211;4359;2.437276519063824|
5085;4466;2.437276519063824|
4959;4573;2.437276519063824|
4833;4680;2.437276519063824|
4708;4786;2.437276519063824|
4618;4862;2.4389291801682362|
